text,font_size,font-family,font-weight,page-number,x-pos-l,x-pos-r,y-pos-l,page-width,page-height,class,file_name
4 . Configuration . There have been three sets of configurations for the main landing,9.48,ArialMT,400,6,122.54,504.87,617.02,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
gear door . Each set includes a right and left forward door and a right and left aft,9.48,ArialMT,400,6,157.58,504.88,605.74,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
door as shown :,9.48,ArialMT,400,6,157.58,223.1,594.58,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Outboard MLG Door,7.56,Arial-BoldMT,700,6,168.38,242.45,565.78,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Placement,7.56,Arial-BoldMT,700,6,186.26,225.2,556.78,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Configuration I Configuration II,7.56,Arial-BoldMT,700,6,269.69,411.68,561.34,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Configuration III,7.56,Arial-BoldMT,700,6,440.59,499.44,566.26,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
( Figure 1-1 ),7.56,ArialMT,400,6,449.83,490.25,557.02,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Forward Left 4F72100-101C 4F72100-105A,7.56,ArialMT,400,6,183.98,409.32,534.43,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4F72100-109A,7.56,ArialMT,400,6,444.07,495.63,534.91,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Forward Right 4F72100-102C 4F72100-106A,7.56,ArialMT,400,6,181.46,409.32,512.47,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4F72100-110A,7.56,ArialMT,400,6,444.07,495.63,512.95,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Aft Left 4F72100-104A 4F72100-108A,7.56,ArialMT,400,6,193.94,409.32,490.27,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4F72100-112A,7.56,ArialMT,400,6,444.19,495.75,490.75,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Aft Right 4F72100-103A 4F72100-107A,7.56,ArialMT,400,6,191.18,409.32,468.19,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4F72100-111A,7.56,ArialMT,400,6,444.07,495.63,468.67,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Conversions of the lugs , clips and hardware of the inboard longeron are the main ",9.48,ArialMT,400,6,157.58,500.61,433.27,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
differences between Configuration I and II ; while modifications in the thickness of,9.48,ArialMT,400,6,157.58,502.45,422.11,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
the 7075-T6 sheets of the outer skin panel assembly from 0.012 ” to 0.016 ”,9.48,ArialMT,400,6,157.58,472.31,410.95,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
changed Configuration II to a Configuration III . The procedures in this manual,9.48,ArialMT,400,6,157.58,489.91,399.79,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"are written to the most current configuration , Configuration III . ",9.48,ArialMT,400,6,157.58,419.58,388.61,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Figure 1-1 . Main Landing Gear Door Locations,9.48,Arial-BoldMT,700,6,189.62,402.24,133.34,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
COMPONENT OVERHAUL MANUAL,9.48,ArialMT,400,7,216.41,377.57,716.16,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
PART NO . 4F72100,9.48,ArialMT,400,7,254.21,339.88,705.1,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Figure 1-2 . 4F72100-109A Main Landing Gear Door ( Fwd , LH ) ",9.48,Arial-BoldMT,700,7,156.62,437.53,524.47,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Figure 1-3 . 4F72100-110A Main Landing Gear Door ( Fwd , RH ) ",9.48,Arial-BoldMT,700,7,155.9,438.51,334.37,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Figure 1-4 . 4F72100-111A Main Landing Gear Door ( Aft , RH ) ",9.48,Arial-BoldMT,700,7,159.14,434.66,144.86,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
3,9.48,ArialMT,400,7,502.78,508.05,16.92,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
COMPONENT OVERHAUL,9.48,ArialMT,400,8,243.41,360.97,684.46,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
MANUAL PART NO .,9.48,ArialMT,400,8,281.21,369.93,673.42,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4F72100,9.48,ArialMT,400,8,281.21,318.5,662.26,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Figure 1-5 . 4F72100-112A Main Landing Gear Door ( Aft , LH ) ",9.48,Arial-BoldMT,700,8,186.62,461.2,467.95,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Figure 1-6 . Actuations and Hinges,9.48,Arial-BoldMT,700,8,244.61,402.26,267.89,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Figure 1-7 . Main Landing Gear Down / Doors Open,9.48,Arial-BoldMT,700,8,209.81,436.1,107.18,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
COMPONENT OVERHAUL MANUAL,9.48,ArialMT,400,9,216.41,377.57,716.16,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
PART NO . 4F72100,9.48,ArialMT,400,9,254.21,339.88,705.1,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2 . DISASSEMBLY,9.48,Arial-BoldMT,700,9,87.62,190.66,672.58,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2.1 Scope,9.48,ArialMT,400,9,87.62,149.28,655.18,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
This section describes the requirements for disassembly of the main landing gear,9.48,ArialMT,400,9,122.54,468.63,638.02,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
outboard door .,9.48,ArialMT,400,9,122.54,185.42,626.98,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2.2 References,9.48,ArialMT,400,9,87.62,170.68,598.78,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"T . O . 1C-5A-4-1 , Figure 147 , Item 10 – Torque Box Panel ",9.48,ArialMT,400,9,122.54,363.62,581.74,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Lockheed Drawing 4F72100 – MLG Outboard Door,9.48,ArialMT,400,9,122.54,339.9,564.7,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2.3 Removal of Torque Box Panel,9.48,ArialMT,400,9,87.5,250.09,536.59,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"To facilitate inspection , remove the 4F72172-107A torque box panels located at the ",9.48,ArialMT,400,9,122.54,478.53,519.43,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
center of the aft edge of the door by removing all fasteners necessary ( Figure 2-1 ). Mark,9.48,ArialMT,400,9,122.54,498.67,508.27,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
panel with S / N and salvage . Discard all removed hardware .,9.48,ArialMT,400,9,122.54,376.63,497.11,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Figure 2-1 . Torque Box Panel,9.48,Arial-BoldMT,700,9,231.29,363.93,223.58,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
5,9.48,ArialMT,400,9,502.78,508.05,18.72,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
COMPONENT OVERHAUL MANUAL,9.48,ArialMT,400,10,216.41,377.57,716.16,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
PART NO . 4F72100,9.48,ArialMT,400,10,216.41,302.07,705.1,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
3 . CLEANING,9.48,Arial-BoldMT,700,10,87.62,172.04,672.58,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
3.1 Scope,9.48,ArialMT,400,10,87.62,149.28,655.18,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Cleaning is required to facilitate adequate inspection of the main landing gear outboard,9.48,ArialMT,400,10,122.54,493.59,638.02,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
door . This section provides the requirements for cleaning of the door .,9.48,ArialMT,400,10,122.54,419.01,626.98,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
3.2 References,9.48,ArialMT,400,10,87.62,170.68,598.78,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
T . O . 1C-5A-23 – System Peculiar Corrosion Control Manual,9.48,ArialMT,400,10,122.54,375.86,581.74,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
3.3 Materials and Special Equipment,9.48,ArialMT,400,10,87.62,263.52,553.51,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Brush – soft bristle,9.48,ArialMT,400,10,122.54,201.73,536.59,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Cleaner Solvent – general purpose , heavy duty ",9.48,ArialMT,400,10,122.54,323.49,519.43,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Wipes / Cloth – cotton , lint-free ",9.48,ArialMT,400,10,122.54,248.9,502.39,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
3.4 General Cleaning Procedure,9.48,ArialMT,400,10,87.62,245.42,473.83,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
1 . Spray general purpose cleaner on interior and exterior sides of main landing gear,9.48,ArialMT,400,10,122.54,500.94,456.91,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"door and scrub over all surfaces with a soft bristle brush per T . O . 1C-5A-23 , ",9.48,ArialMT,400,10,157.58,478.03,445.75,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Section 1 . Wipe clean with a clean cotton / lint-free cloth .,9.48,ArialMT,400,10,157.58,394.72,434.59,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2 . Solvent clean any excessively dirty or soiled areas as required to facilitate,9.48,ArialMT,400,10,122.54,472.35,417.43,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"adequate inspection , using solvent and clean wipers . Repeat as required until no ",9.48,ArialMT,400,10,157.58,505.07,406.27,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"grease , oil , or residue is picked up on wipers . Do not allow solvent to dry on ",9.48,ArialMT,400,10,157.58,482.74,395.09,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
surface .,9.48,ArialMT,400,10,157.58,191.49,383.93,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
6,9.48,ArialMT,400,10,502.78,508.05,7.2,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
COMPONENT OVERHAUL MANUAL,9.48,ArialMT,400,11,229.5,390.5,693.22,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
PART NO . 4F72100,9.48,ArialMT,400,11,254.69,340.36,682.06,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4 . INSPECTION,9.48,Arial-BoldMT,700,11,87.62,180.28,623.38,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4.1 Scope,9.48,ArialMT,400,11,87.62,149.28,605.86,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
This section defines the requirements for inspecting the main landing gear outboard door .,9.48,ArialMT,400,11,122.54,500.09,588.82,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4.2 References,9.48,ArialMT,400,11,87.62,170.68,560.62,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Lockheed Drawing 4F23600 – Actuation System , MLG Door , Installation of ",9.48,Arial-ItalicMT,400,11,122.54,441.08,543.67,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"T . O . 1C-5A-3 , Table 11-2 , Negligible Damage Limits ",9.48,ArialMT,400,11,122.54,346.53,526.63,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"T . O . 1C-5A-23 , Section 7-32 – Main Landing Gear Wheel Well Areas ",9.48,ArialMT,400,11,122.54,414.31,509.59,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
T . O . 33B-1-2 – Nondestructive Inspection Methods – Eddy Current Scanning,9.48,Arial-ItalicMT,400,11,122.54,457.48,491.35,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Techniques,9.48,Arial-ItalicMT,400,11,122.54,171.18,479.71,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
T . O . 33B-1-2 – Nondestructive Inspection Methods – High Frequency Ultrasonic,9.48,Arial-ItalicMT,400,11,122.54,466.53,461.47,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Method,9.48,Arial-ItalicMT,400,11,122.54,154.08,449.83,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4.3 Materials and Special Equipment,9.48,ArialMT,400,11,87.62,263.52,421.75,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Eddy Current – Nortec 100S,9.48,ArialMT,400,11,122.54,243.86,404.83,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Ultrasonic Bond Tester – BondMaster 1000,9.48,ArialMT,400,11,122.54,306.27,387.41,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4.4 Detail Visual Inspection,9.48,ArialMT,400,11,87.62,221.8,359.21,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
1 . Perform a detailed visual inspection of the main landing gear door and all its,9.48,ArialMT,400,11,122.54,481.66,342.29,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"salvaged components . Pay particular attention to cracks , gouges , wear , ",9.48,ArialMT,400,11,157.58,465.24,331.13,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"oversized / elongated fastener holes , loose or damaged fittings , corrosion ( ref . ",9.48,ArialMT,400,11,157.58,484.2,319.97,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"T . O . 1C-5A-23 , Sec . 7-32 ), deformation , missing or peeling finish and / or plating , ",9.48,ArialMT,400,11,157.58,498.12,308.69,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
or other damage .,9.48,ArialMT,400,11,157.58,230.5,297.53,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2 . Perform a detailed visual inspection of all bushings and bearings on all mount,9.48,ArialMT,400,11,122.54,484.74,280.49,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"fittings . Bearings should be lubricated and secure in the fitting , yet freely ",9.48,ArialMT,400,11,157.58,464.7,269.45,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"movable . For any loose or worn bushings or bearings replace per T . O . 1C-5A-3 , ",9.48,ArialMT,400,11,157.58,501.63,258.29,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
or contact engineering for disposition .,9.48,ArialMT,400,11,157.58,317.93,247.13,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"3 . Along the furthest inboard edge of each door panel assembly , there should be a ",9.48,ArialMT,400,11,122.54,498.96,229.94,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2.72 ” cutout spanning from 27.94 ” in from the aft edge to 31.94 ” in from the,9.48,ArialMT,400,11,157.58,474.56,218.78,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
forward edge ( Figure 4-1 ). If this cut out is missing refer to Repair 1 for,9.48,ArialMT,400,11,157.58,461.9,207.62,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
instructions .,9.48,ArialMT,400,11,157.58,208.27,196.46,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4 . Record all discrepancies on discrepancy log sheet,9.48,ArialMT,400,11,122.54,370.37,179.42,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4.5 Bonded Structure Inspection,9.48,ArialMT,400,11,87.62,244.07,158.06,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
1 . Perform a coin tap inspection of 100 % of all bonded structure for evidence of,9.48,ArialMT,400,11,122.54,482.24,141.14,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"disbonding , referencing T . O . 1C-5A-36-3 , Section 6-1243 . Ensure to inspect ",9.48,ArialMT,400,11,157.58,484.17,129.98,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"both inner and outer surfaces of the skin assembly , as well as both sides of the ",9.48,ArialMT,400,11,157.58,495.23,118.82,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
bonded web frames . Coin tap inspection will not detect far-side face-sheet,9.48,ArialMT,400,11,157.58,473.74,107.66,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
disbonds .,9.48,ArialMT,400,11,157.58,197.88,96.5,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
7,9.48,ArialMT,400,11,502.78,508.05,17.64,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
COMPONENT OVERHAUL,9.48,ArialMT,400,12,243.41,360.97,670.3,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
MANUAL PART NO .,9.48,ArialMT,400,12,281.21,369.93,659.26,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4F72100,9.48,ArialMT,400,12,281.21,318.5,648.1,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4.6 Eddy Current Inspection,9.48,ArialMT,400,12,114.62,252.24,537.55,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
1 . Perform an eddy current inspection of any fittings as required to confirm,9.48,ArialMT,400,12,149.54,488.29,520.63,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"visual inspection details on the main landing gear door per T . O . 1C-5A-36 , ",9.48,ArialMT,400,12,184.58,503.61,509.47,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Chap 1 .,9.48,ArialMT,400,12,184.58,218.44,498.31,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
2 . Record all discrepancies on discrepancy log sheet,9.48,ArialMT,400,12,149.54,397.38,481.39,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
8,9.48,ArialMT,400,12,502.78,508.05,37.2,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
COMPONENT OVERHAUL MANUAL,9.48,ArialMT,400,13,216.41,377.57,716.16,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
PART NO . 4F72100,9.48,ArialMT,400,13,254.21,339.88,705.1,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
5 . REPAIR,9.48,Arial-BoldMT,700,13,87.62,158.16,672.58,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
5.1 Scope,9.48,ArialMT,400,13,87.62,149.28,655.18,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
This section defined the requirements for repair of the C-5 Main Landing Gear outboard,9.48,ArialMT,400,13,122.54,494.9,638.02,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Door . This section provides approved repairs . Usage of approved repairs from other,9.48,ArialMT,400,13,122.54,485.55,626.98,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"sources ( e . g . T . O . 1C-5A-3 , AF Form 202 ) is acceptable . For damage not covered by ",9.48,ArialMT,400,13,122.54,485.38,615.82,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"any existing approved repairs , contact engineering for disposition . ",9.48,ArialMT,400,13,122.54,403.06,604.66,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
5.2 References,9.48,ArialMT,400,13,87.62,170.68,576.46,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"T . O . 1C-5A-3 , Figure 5-10 – Main Landing Gear Fairing and Doors ",9.48,ArialMT,400,13,122.54,405.06,559.3,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
5.3 Local Fabrication of Small Parts,9.48,ArialMT,400,13,87.62,258.52,531.19,612,792,yes,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Some smaller parts are more practical and economical to replace than to repair . For,9.48,ArialMT,400,13,122.54,479.97,514.03,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"those smaller parts that are of simple construction , it is acceptable to locally fabricate a ",9.48,ArialMT,400,13,122.54,492.33,502.87,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
replacement . Fabricate small replacement parts as follows :,9.48,ArialMT,400,13,122.54,374.18,491.71,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
1 . The appropriate part number ( including dash number ) shall be identified and,9.48,ArialMT,400,13,122.54,482.14,474.67,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
fabrication shall be in accordance with the requirements of its respective,9.48,ArialMT,400,13,157.58,464.47,463.63,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"Lockheed engineering drawing , and any associated ECO ’ s . ",9.48,ArialMT,400,13,157.58,410.93,452.47,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"2 . All dimensional , material , and process requirements specified on the drawing ",9.48,ArialMT,400,13,122.54,482.45,435.43,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"shall be complied with , except where otherwise authorized below . ",9.48,ArialMT,400,13,157.58,434.32,424.27,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
3 . It is acceptable to dimension and contour replacement parts as per the sample,9.48,ArialMT,400,13,122.54,489.49,407.23,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
removed in lieu of the drawing requirement . It is acceptable to leave edge,9.48,ArialMT,400,13,157.58,470.97,396.05,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
excess in order to allow for final trim upon installation .,9.48,ArialMT,400,13,157.58,386.51,384.89,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
4 . It is acceptable to omit all fastener holes required on the drawing and match-drill,9.48,ArialMT,400,13,122.54,499.58,367.85,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
upon installation .,9.48,ArialMT,400,13,157.58,230.17,356.81,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
5 . It is acceptable to heat treat per AMS 2770 where STP 54-101 is required .,9.48,ArialMT,400,13,122.54,471.6,339.77,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
6 . It is acceptable to alodine per MIL-C-5541 using MIL-DTL-81706 conversion,9.48,ArialMT,400,13,122.54,482.87,322.73,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
coating where STP 58-405 is required ( ref finish code “ F ”).,9.48,ArialMT,400,13,157.58,403.74,311.57,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"7 . It is acceptable to penetrant inspect per T . O . 33B-1-2 , ( portable method ) or ",9.48,ArialMT,400,13,122.54,482.52,293.45,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
Table 1-II ( immersion method ) where STP 53-201 is required .,9.48,ArialMT,400,13,157.58,418,281.69,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
8 . Omit all requirements for identification per STP 63-001 . All locally fabricated,9.48,ArialMT,400,13,122.54,480.65,264.53,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"parts shall be identified with the part number ( including dash number ), followed ",9.48,ArialMT,400,13,157.58,490.4,253.37,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
"by CAGE code , and its corresponding work order number . Mark using indelible ",9.48,ArialMT,400,13,157.58,496.01,242.21,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
ink .,9.48,ArialMT,400,13,157.58,172.31,231.02,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
9 . Individual work orders shall be initiated for each unique part number being,9.48,ArialMT,400,13,122.54,470.21,213.86,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
fabricated . Multiple quantities of the same part number may be batch processed,9.48,ArialMT,400,13,157.58,497.69,202.7,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
on the same work order .,9.48,ArialMT,400,13,157.58,261.07,191.54,612,792,,0a5c4d3d622262322c2ea5c16df5f807f33edd82.file.pdf.tetml
