text,font_size,font-family,font-weight,page-number,x-pos-l,x-pos-r,y-pos-l,page-width,page-height,class,file_name
____ Black American .,12,TimesNewRomanPSMT,400,19,108,216.25,82.62,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,21,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 21 of 57,10.02,TimesNewRomanPSMT,400,21,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
provide the name of the registrants . The offeror need not report regularly employed officers or,12,TimesNewRomanPSMT,400,21,72,525.29,697.92,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
employees of the offeror to whom payments of reasonable compensation were made .,12,TimesNewRomanPSMT,400,21,72,479.75,683.94,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( f ) Buy American Certificate . ( Applies only if the clause at Federal Acquisition Regulation,12,TimesNewRomanPSMT,400,21,72,508.2,655.98,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( FAR ) 52.225-1 , Buy American â€“ Supplies , is included in this solicitation .) ",12,TimesNewRomanPSMT,400,21,72,433.75,642,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( 1 ) The offeror certifies that each end product , except those listed in paragraph ( f )( 2 ) of ",12,TimesNewRomanPSMT,400,21,108,528.16,614.04,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"this provision , is a domestic end product and that for other than COTS items , the offeror ",12,TimesNewRomanPSMT,400,21,108,532.02,600.06,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"has considered components of unknown origin to have been mined , produced , or ",12,TimesNewRomanPSMT,400,21,108,495.75,586.08,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
manufactured outside the United States . The offeror shall list as foreign end products,12,TimesNewRomanPSMT,400,21,108,516.75,572.1,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
those end products manufactured in the United States that do not qualify as domestic end,12,TimesNewRomanPSMT,400,21,108,535.65,558.12,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"products , i . e ., an end product that is not a COTS item and does not meet the component ",12,TimesNewRomanPSMT,400,21,108,528.1,544.14,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
test in paragraph ( 2 ) of the definition of â€œ domestic end product .â€ù The terms,12,TimesNewRomanPSMT,400,21,108,469.82,530.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"â€œ commercially available off-the-shelf ( COTS ) item ,â€ù â€œ component ,â€ù â€œ domestic end ",12,TimesNewRomanPSMT,400,21,108,504.89,516.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"product ,â€ù â€œ end product ,â€ù â€œ foreign end product ,â€ù and â€œ United States â€ù are defined in the ",12,TimesNewRomanPSMT,400,21,108,523.36,502.2,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
clause of this solicitation entitled â€œ Buy American â€” Supplies .â€ù,12,TimesNewRomanPSMT,400,21,108,407.38,488.22,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 2 ) Foreign End Products :,12,TimesNewRomanPSMT,400,21,108,233.17,460.26,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
LINE ITEM NO . COUNTRY OF ORIGIN,12,TimesNewRomanPSMT,400,21,108,446.58,428.52,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[ List as necessary ],12,TimesNewRomanPSMT,400,21,72,161.35,383.1,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( g ),12,TimesNewRomanPSMT,400,21,72,86.02,313.2,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 3 ) The Government will evaluate offers in accordance with the policies and procedures,12,TimesNewRomanPSMT,400,21,108,530.39,355.14,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
of FAR Part 25 .,12,TimesNewRomanPSMT,400,21,108,184.59,341.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 1 ) Buy American -- Free Trade Agreements -- Israeli Trade Act Certificate . ( Applies,12,TimesNewRomanPS-ItalicMT,400,21,108,519.51,285.24,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"only if the clause at FAR 52.225-3 , Buy American -- Free Trade Agreements -- Israeli ",12,TimesNewRomanPSMT,400,21,108,522.23,271.26,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Trade Act , is included in this solicitation .) ",12,TimesNewRomanPSMT,400,21,108,311.07,257.28,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( i ) The offeror certifies that each end product , except those listed in paragraph ",12,TimesNewRomanPSMT,400,21,144,519.62,229.32,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( g )( 1 )( ii ) or ( g )( 1 )( iii ) of this provision , is a domestic end product and that for ",12,TimesNewRomanPSMT,400,21,144,517.92,215.34,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"other than COTS items , the offeror has considered components of unknown origin ",12,TimesNewRomanPSMT,400,21,144,539.4,201.36,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"to have been mined , produced , or manufactured outside the United States . The ",12,TimesNewRomanPSMT,400,21,144,520.84,187.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"terms â€œ Bahrainian , Moroccan , Omani , Panamanian , or Peruvian end product ,â€ù ",12,TimesNewRomanPSMT,400,21,144,519.69,173.4,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"â€œ commercially available off-the-shelf ( COTS ) item ,â€ù â€œ component ,â€ù â€œ domestic ",12,TimesNewRomanPSMT,400,21,144,520.52,159.42,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"end product ,â€ù â€œ end product ,â€ù â€œ foreign end product ,â€ù â€œ Free Trade Agreement ",12,TimesNewRomanPSMT,400,21,144,511.49,145.44,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"country ,â€ù â€œ Free Trade Agreement country end product ,â€ù â€œ Israeli end product ,â€ù ",12,TimesNewRomanPSMT,400,21,144,521.04,131.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
and â€œ United States â€ù are defined in the clause of this solicitation entitled â€œ Buy,12,TimesNewRomanPSMT,400,21,144,516.47,117.48,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
American--Free Trade Agreements--Israeli Trade Act .â€ù,12,TimesNewRomanPSMT,400,21,144,410.54,103.5,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,23,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 23 of 57,10.02,TimesNewRomanPSMT,400,23,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
___________________________________________,12,TimesNewRomanPSMT,400,23,177,434.98,697.92,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[ List as necessary ],12,TimesNewRomanPS-ItalicMT,400,23,260.1,351.49,670.02,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( 3 ) Buy American â€” Free Trade Agreements â€” Israeli Trade Act Certificate , Alternate II . ",12,TimesNewRomanPS-ItalicMT,400,23,108,530.24,642.12,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"If Alternate II to the clause at FAR 52.225-3 is included in this solicitation , substitute the ",12,TimesNewRomanPSMT,400,23,108,536.38,628.14,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
following paragraph ( g )( 1 )( ii ) for paragraph ( g )( 1 )( ii ) of the basic provision :,12,TimesNewRomanPSMT,400,23,108,475.56,614.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Canadian or Israeli End Products :,12,TimesNewRomanPSMT,400,23,72,234.22,530.28,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( g )( 1 )( ii ) The offeror certifies that the following supplies are Canadian end,12,TimesNewRomanPSMT,400,23,180,539.82,586.2,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
products or Israeli end products as defined in the clause of this solicitation,12,TimesNewRomanPSMT,400,23,180,537.21,572.22,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
entitled â€œ Buy American--Free Trade Agreements--Israeli Trade Act '':,12,TimesNewRomanPSMT,400,23,180,513.05,558.24,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Line Item No .: Country of Origin :,12,TimesNewRomanPSMT,400,23,72,384.83,498.54,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[ List as necessary ],12,TimesNewRomanPS-ItalicMT,400,23,72,162.09,453.12,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( 4 ) Buy American â€” Free Trade Agreements â€” Israeli Trade Act Certificate , Alternate III . ",12,TimesNewRomanPS-ItalicMT,400,23,108,534.25,425.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"If Alternate III to the clause at 52.225-3 is included in this solicitation , substitute the ",12,TimesNewRomanPSMT,400,23,108,514.14,411.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
following paragraph ( g )( 1 )( ii ) for paragraph ( g )( 1 )( ii ) of the basic provision :,12,TimesNewRomanPSMT,400,23,108,475.64,397.2,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( g )( 1 )( ii ) The offeror certifies that the following supplies are Free Trade,12,TimesNewRomanPSMT,400,23,180,526.59,369.24,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Agreement country end products ( other than Bahrainian , Korean , ",12,TimesNewRomanPSMT,400,23,180,493.23,355.26,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Moroccan , Omani , Panamanian , or Peruvian end products ) or Israeli end ",12,TimesNewRomanPSMT,400,23,180,528.83,341.28,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
products as defined in the clause of this solicitation entitled â€œ Buy,12,TimesNewRomanPSMT,400,23,180,493.78,327.3,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
American â€” Free Trade Agreements â€” Israeli Trade Act â€ù:,12,TimesNewRomanPSMT,400,23,180,454.83,313.32,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Free Trade Agreement Country End Products ( Other than Bahrainian , Korean , Moroccan , ",12,TimesNewRomanPSMT,400,23,72,503.21,285.36,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Omani , Panamanian , or Peruvian End Products ) or Israeli End Products : ",12,TimesNewRomanPSMT,400,23,72,419.13,271.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Line Item No .: Country of Origin :,12,TimesNewRomanPSMT,400,23,72,384.83,239.64,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[ List as necessary ],12,TimesNewRomanPS-ItalicMT,400,23,72,162.09,194.22,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( 5 ) Trade Agreements Certificate . ( Applies only if the clause at FAR 52.225-5 , Trade ",12,TimesNewRomanPSMT,400,23,108,518.69,166.26,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Agreements , is included in this solicitation .) ",12,TimesNewRomanPSMT,400,23,108,320.66,152.28,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( i ) The offeror certifies that each end product , except those listed in paragraph ",12,TimesNewRomanPSMT,400,23,144,519.62,124.32,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( g )( 5 )( ii ) of this provision , is a U . S . -made or designated country end product as ",12,TimesNewRomanPSMT,400,23,144,525.38,110.34,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
defined in the clause of this solicitation entitled â€œ Trade Agreements .â€ù,12,TimesNewRomanPSMT,400,23,144,477.74,96.36,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,27,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 27 of 57,10.02,TimesNewRomanPSMT,400,27,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
subcontractor in the case of an exempt subcontract ) in substantial quantities to the,12,TimesNewRomanPSMT,400,27,144,537.87,697.92,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
general public in the course of normal business operations ;,12,TimesNewRomanPSMT,400,27,144,427.03,683.94,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( ii ) The services will be furnished at prices which are , or are based on , established ",12,TimesNewRomanPSMT,400,27,144,538.6,655.98,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"catalog or market prices ( see FAR 22.1003-4 ( c )( 2 )( ii )) for the maintenance , ",12,TimesNewRomanPSMT,400,27,144,508.06,642,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"calibration , or repair of such equipment ; and ",12,TimesNewRomanPSMT,400,27,144,357.82,628.02,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( iii ) The compensation ( wage and fringe benefits ) plan for all service employees,12,TimesNewRomanPSMT,400,27,144,529.98,600.06,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
performing work under the contract will be the same as that used for these,12,TimesNewRomanPSMT,400,27,144,500.55,586.08,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
employees and equivalent employees servicing the same equipment of,12,TimesNewRomanPSMT,400,27,144,482.04,572.1,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
commercial customers .,12,TimesNewRomanPSMT,400,27,144,255.24,558.12,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 2 ) [_] Certain services as described in FAR 22.1003-4 ( d )( 1 ). The offeror [_] does [_],12,TimesNewRomanPSMT,400,27,108,519.67,530.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
does not certify that â€”,12,TimesNewRomanPSMT,400,27,108,215.8,516.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( i ) The services under the contract are offered and sold regularly to non-,12,TimesNewRomanPSMT,400,27,144,491.12,488.22,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"Governmental customers , and are provided by the offeror ( or subcontractor in the ",12,TimesNewRomanPSMT,400,27,144,535.56,474.24,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
case of an exempt subcontract ) to the general public in substantial quantities in,12,TimesNewRomanPSMT,400,27,144,523.25,460.26,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
the course of normal business operations ;,12,TimesNewRomanPSMT,400,27,144,343.19,446.28,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( ii ) The contract services will be furnished at prices that are , or are based on , ",12,TimesNewRomanPSMT,400,27,144,512.45,418.32,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
established catalog or market prices ( see FAR 22.1003-4 ( d )( 2 )( iii ));,12,TimesNewRomanPSMT,400,27,144,470.38,404.34,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( iii ) Each service employee who will perform the services under the contract will,12,TimesNewRomanPSMT,400,27,144,533.65,376.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
spend only a small portion of his or her time ( a monthly average of less than 20,12,TimesNewRomanPSMT,400,27,144,525.49,362.4,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"percent of the available hours on an annualized basis , or less than 20 percent of ",12,TimesNewRomanPSMT,400,27,144,524.77,348.42,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
available hours during the contract period if the contract period is less than a,12,TimesNewRomanPSMT,400,27,144,512.3,334.44,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
month ) servicing the Government contract ; and,12,TimesNewRomanPSMT,400,27,144,371.82,320.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( iv ) The compensation ( wage and fringe benefits ) plan for all service employees,12,TimesNewRomanPSMT,400,27,144,529.38,292.5,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
performing work under the contract is the same as that used for these employees,12,TimesNewRomanPSMT,400,27,144,529.8,278.52,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
and equivalent employees servicing commercial customers .,12,TimesNewRomanPSMT,400,27,144,430.06,264.54,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 3 ) If paragraph ( k )( 1 ) or ( k )( 2 ) of this clause applies â€”,12,TimesNewRomanPSMT,400,27,108,374.73,236.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( i ) If the offeror does not certify to the conditions in paragraph ( k )( 1 ) or ( k )( 2 ),12,TimesNewRomanPSMT,400,27,144,519.97,208.62,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
and the Contracting Officer did not attach a Service Contract Labor Standards,12,TimesNewRomanPSMT,400,27,144,518.74,194.64,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"wage determination to the solicitation , the offeror shall notify the Contracting ",12,TimesNewRomanPSMT,400,27,144,517.52,180.66,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Officer as soon as possible ; and,12,TimesNewRomanPSMT,400,27,144,296.41,166.68,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( ii ) The Contracting Officer may not make an award to the offeror if the offeror,12,TimesNewRomanPSMT,400,27,144,525.96,138.72,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
fails to execute the certification in paragraph ( k )( 1 ) or ( k )( 2 ) of this clause or to,12,TimesNewRomanPSMT,400,27,144,525.93,124.74,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
contact the Contracting Officer as required in paragraph ( k )( 3 )( i ) of this clause .,12,TimesNewRomanPSMT,400,27,144,525.14,110.76,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,29,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 29 of 57,10.02,TimesNewRomanPSMT,400,29,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[_] International organization per 26 CFR 1.6049-4 ;,12,TimesNewRomanPSMT,400,29,144,393.87,697.92,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[_] Other ____________________.,12,TimesNewRomanPSMT,400,29,144,314.26,669.96,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 5 ) Common parent .,12,TimesNewRomanPSMT,400,29,108,205.54,642,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[_] Offeror is not owned or controlled by a common parent :,12,TimesNewRomanPSMT,400,29,144,430.6,614.04,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
[_] Name and TIN of common parent :,12,TimesNewRomanPSMT,400,29,144,326.98,586.08,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Name ____________________________________,12,TimesNewRomanPSMT,400,29,180,427.56,558.12,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
TIN ______________________________________,12,TimesNewRomanPSMT,400,29,180,430.97,530.16,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( m ) Restricted business operations in Sudan . By submission of its offer , the offeror certifies that ",12,TimesNewRomanPSMT,400,29,72,534.94,502.2,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
the offeror does not conduct any restricted business operations in Sudan .,12,TimesNewRomanPSMT,400,29,72,420.77,488.22,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( n ) Prohibition on Contracting with Inverted Domestic Corporations â€”,12,TimesNewRomanPSMT,400,29,72,412.07,460.26,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 1 ) Relation to Internal Revenue Code . An inverted domestic corporation as herein,12,TimesNewRomanPSMT,400,29,108,505.71,432.3,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
defined does not meet the definition of an inverted domestic corporation as defined by,12,TimesNewRomanPSMT,400,29,108,522.54,418.32,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
the Internal Revenue Code 25 U . S . C . 7874 .,12,TimesNewRomanPSMT,400,29,108,316.72,404.34,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( 2 ) Representation . By submission of its offer , the offeror represents that â€” ",12,TimesNewRomanPSMT,400,29,108,470.23,376.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( i ) It is not an inverted domestic corporation ; and,12,TimesNewRomanPSMT,400,29,144,380.32,348.42,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( ii ) It is not a subsidiary of an inverted domestic corporation .,12,TimesNewRomanPSMT,400,29,144,436.78,320.46,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( o ) Prohibition on contracting with entities engaging in certain activities or transactions relating,12,TimesNewRomanPSMT,400,29,72,532.34,292.5,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
to Iran .,12,TimesNewRomanPSMT,400,29,72,106.71,278.52,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 1 ) The offeror shall email questions concerning sensitive technology to the Department,12,TimesNewRomanPSMT,400,29,108,531.39,250.56,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
of State at CISADA106 @ state . gov .,12,TimesNewRomanPSMT,400,29,108,279.41,236.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
( 2 ) Representation and Certification . Unless a waiver is granted or an exception applies,12,TimesNewRomanPSMT,400,29,108,528.2,208.62,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"as provided in paragraph ( o )( 3 ) of this provision , by submission of its offer , the offeror â€” ",12,TimesNewRomanPSMT,400,29,108,537.6,194.64,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"( i ) Represents , to the best of its knowledge and belief , that the offeror does not ",12,TimesNewRomanPSMT,400,29,144,521.74,166.68,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
export any sensitive technology to the government of Iran or any entities or,12,TimesNewRomanPSMT,400,29,144,506.41,152.7,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"individuals owned or controlled by , or acting on behalf or at the direction of , the ",12,TimesNewRomanPSMT,400,29,144,530.54,138.72,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
government of Iran ;,12,TimesNewRomanPSMT,400,29,144,239.97,124.74,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
W912ES-15-T-0017,10.02,TimesNewRomanPSMT,400,37,457.2,539.98,746.58,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
Page 37 of 57,10.02,TimesNewRomanPSMT,400,37,484.38,540,723.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( iii ) Alternate II ( NOV 2011 ).,10.02,TimesNewRomanPSMT,400,37,72,214.94,699.78,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 15 )( i ) 52.219-7 , Notice of Partial Small Business Set-Aside ( June 2003 ) ( 15 U . S . C . 644 ). ",10.02,TimesNewRomanPSMT,400,37,72,458.69,676.38,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( Oct 1995 ) of 52.219-7 .,10.02,TimesNewRomanPSMT,400,37,72,250.95,641.28,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( iii ) Alternate II ( Mar 2004 ) of 52.219-7 .,10.02,TimesNewRomanPSMT,400,37,72,259.39,606.18,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 16 ) 52.219-8 , Utilization of Small Business Concerns ( MAY 2014 ) ( 15 U . S . C . 637 ( d )( 2 ) and ( 3 ). ",10.02,TimesNewRomanPSMT,400,37,72,489.07,571.08,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
"____ ( 17 )( i ) 52.219-9 , Small Business Subcontracting Plan ( July 2013 ) ( 15 U . S . C . 637 ( d )( 4 )). ",10.02,TimesNewRomanPSMT,400,37,72,453.33,535.97,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( ii ) Alternate I ( Oct 2001 ) of 52.219-9 .,10.02,TimesNewRomanPSMT,400,37,72,250.95,500.87,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
____ ( iii ) Alternate II ( Oct 2001 ) of 52.219-9 .,10.02,TimesNewRomanPSMT,400,37,72,257.16,465.77,612,792,no,fb4599521a62785a2afcb8ded829a7f2853c80c8.file.pdf.tetml
